id,text,label
1435,isoh enggak duite wong sugeh neng bank seng ugal ugalan di potong ngewong miskinben ge subsidi raurungo ra entek duite nge foya foya,negative
1436,pupuk susah dan mahal,negative
1437,semoga kemarau panjang,negative
1438,kemungkinan inilah bisa terjadi kalau sudah kehendak allah yang sudah terjadi telah banyak kita jalani dan alami gejolak alam tidak bersabat lagi,positive
1439,makanya tanam pohon jangan pasang ac melulu,negative
1440,krisis pangan bagi orang kotabagi kami petani insha allah aman karena kami bisa bercocok tanam sendiri entah bagaimana cara nya,positive
1441,walau pun hujan bersahabat tetap kerisis pangan,negative
1442,indonesia sudah biasa kok masalahnya di negara ini budayanya korupsi jadi ya tetao saja rakyatnya banyak yang miskin jadi enggak ada pengaruhnya cuaca,negative
1443,mari kita perbaiki bersama sama bahasa tulisanzatmenjadi bahasa tulisanjatdi merek makanan minuman dan bahasa tulisangizimenjadi bahasa tulisangijidi merek makanan minuman karena kita konsumsi sehari hari buat makan dan minum dan buat masa depan anak kita dan cucu kitasemoga semua perusahaan dan semua pemerintahan mau memperbaiki tulisan inimohon bantuan dan sebarluaskan tulisan ini,neutral
1444,lucu ya negara inisubur tapi petani tidak sejahtera,negative
1445,jjr akhir ini benar sangat menyengat sekali panas nya dan benar hujan seperti enggan turun sjujur nya kalo petani di soport enggak bth juga impor beras kurang kurang support nya saja jadi banyak ptani yang sudah tua generasi nya enggan melanjutkan karena enggak ada hasil cpe nya iya,negative
1446,jawa barat sukabumitepat nya gegerbitungbulan n belum hujan,neutral
1447,taek kucing tiap hari sini mendung melulu,negative
1448,air itu yang penting jangan sampai rakyat kekeringan,negative
1449,semua ini adalah pelajaran utuk kita sadariberhentilah memfitnamenghujat dan mengusik orang lainmenurut ke yakinan saya akan ada banyak lagi yang akan terjadi di negara inibahkan di seluruh duniatentunya ini semua di sebabkan ke jahilan dan ke dzalimansadarlah mari introspeksi dirijangan merasa benartanggalkan sifat sifat keakuan,negative
1450,oke banget video nya,positive
1451,alhamdulillah ditempatku malang sudah hujan deras terus menerus,neutral
1452,pupuk subsidi terbatas,negative
1453,apa kabar estate food proyenya prabowo beres tidak,negative
1454,sebelum kemunculan dajjal akan ada kekeringan yang menyebabkan banyak kematianmakanan orang beriman hanya dzikir,negative
1455,ah belum tentumudah mudahan hujan,negative
1456,ah tidak orang ada otak yang dekat sungai pakesedotanatau pakai jet pam ah sekarang sudah modern orang banyak akal,negative
1457,saran saya belilah beras dan produk indonedia yang sudah panen dari pada inpor beras untuk bantu petani di indonesiasaya percaya tuhan akan bantu untuk indonesia dan saya keluarga sudah ikut sistem pemerintah untuk menanam tanaman di rumah yaitu tanaman obatbungadan sayur dalam pot sebab kecil tanah pekarangan rumah saya dan bermanfaathemat biyaya bahkan tetangga sahabat saya juga ikut,positive
1458,jangan takut semua yang menggatur allah kita wjib meminta kpda allah,negative
1459,saya lupa tahun berapa waktu jelang musim kamarau itu paling sulit air sampai gali sumur lagi,negative
1460,ya allah jauh kan dari marah bahaya ini ya alllah istifar,negative
1461,gara gara el nino fremi jadi gaji dikuranginaduh pusing pusing,negative
1462,menyimak saja ya,neutral
1463,el nino apakah tuhan,neutral
1464,bagus banget kancing di dada nya,positive
1465,memasuki musim kemarau wajar sajah dari dulu juga begini,negative
1466,enggak usah elnino sembako import yang kata p lur sanggup swasembada,negative
1467,vh bm,negative
1468,dari zamn dulu sudah ada di bilang kemaro koaneh bulan agustus itu tempatxsepertix barusan orang indonesia dari dulu sudah biasa terjadi,negative
1469,tenang krisis pangan tapi masih ada tol pasti krisisnya hilang,negative
1470,el nino kekeringan di nkri kalo diluar nkri sama el nino beras mau import dari mana kalo bangssa ini tidak mandiri ketahanan pangannya bahaya,negative
1471,omongkosong bantuan hantu,negative
1472,di sorong sudah mulai jarg hujan tiap hari sekarang panas sekali,negative
1473,solusinyo kok importhaddeh uudkenapa enggak berdayakan rakyat indonesia saja indonesia lho mayoritas petanibantu petaninya biar bisa menghasilkan panen yang melimpahjadi rakyat indonesianya makmur negaranya majumemang susah kalau pekerjaan tidak di berikan pada ahlinya,negative
1474,west borneo juga mulai jarang hjn kalo siang tengah hari panas hampirderajat khusus nya pontianak sungai kecil jarang air pasang surut terus yang biasa nya pasang tinggi helikopter sudah mulai nabur air buat titik yang terpanas kalo siang angin kuat tapi kering banget,positive
1475,impor waow,negative
1476,walaupun sawah ada airnyakalau musim kering panastetap gagal panen karena tingkat air akan memanas dan membunuh akar tanaman,negative
1477,pernah dengar el nino disinetron ikatan cintagara kemarin ikatan cinta sempat booming tetanggaku anaknya di kasih nama el nino,neutral
1478,seharusnya umat islam seindonesiaini mengadakan sholat istigosholatmintahujan supayaadahujan walausiang panas malam dingin banget tapi enggak ada hujan tanah kering berdebumakan nya kita semua umatislam tolong ayo semuasholat istigho,negative
1479,baswedan sang bocah angon pengemban amanah ampera waktunya memimpin nkri berkeadilan sosialsalam aku akujas merah sang pajar,neutral
1480,ramalan yang kurang tepatgara gara lihat indiasekarang bulan juli saja masih hujan kokelnino apasedang puncak panas di bulan oktober sudah hujanjadi rentan agustus september cumabulanmasih ada hujanjadi elnino tidak adatahun inibuktikan,negative
1481,durjana bikin bencana,negative
1482,mentrinya suruh krja dong,neutral
1483,solusinya impor,neutral
1484,apapun yang tjd korbannya orang kecil,negative
1485,musim kemarau puncaknya juli agustus mantap,positive
1486,biar enggak kekeringan mari kita nyanyikan have nu shalom alaehem,negative
1487,capekbanyakretorikapetani sudah lelah masalah pupuk harga jualtiap panen minusterus,negative
1488,nan,neutral
1489,kenapa masih impor dari fitnam,neutral
1490,di seluruh indonesiajgn cuma luar jawa saja,neutral
1491,petani adalah p ahlawan sayang obat dan pupuk mahal,negative
1492,pupuk subsidi terlalu dibatasi tak cukupi kebutuhan dilahan sulawesi tengah,negative
1493,soal pangan tak usah kuatirjk dunia kolap pangan kita masih bisa makin singkong dan pisang dllwkwkw,positive
1494,yang masih tetap jadi petani di desa dan berusaha menghidupi negara ini dari pada skil terbatas memilih pergi ke kota untuk merubah nasib untuk mencari gemerlapnya kemewahan ibu kota tetapi tidak anda luar biasa dan pahlawan tanpa tand jasa,positive
1495,sebagai penghargaan bagi petani khususnya petani pangan maka di berlakukan pengurangan subsidi pupuk sungguh miris,neutral
1496,tepung masih impor apa kenapa enggak tanam di indonesia,negative
1497,memang jokowi jenius dan pemberani dalam memutuskan membangun bendungbndungan dan jaringan saluran irigasi serta dukungan dana desa sehingga semuanya langsung berfungsi kesuksesan kegiatan jokowi salah satunya karena didukung oleh visi misi tunggal jokowi yang menyebabkan fleksibelnya pengucuran dana ke proyekkarena revisinya mudah dilakukan dan diputuskan antara presiden dan menteri keuangan,positive
1498,ketahanan pangan kok masih impor,negative
1499,duh gusti beritanya tidak sesuai apa yang dirasakan pertanian saat ini,negative
1500,ysl sangat paham dengan pertaniantebukti di sul sel sukses,positive
1501,mau seperti srilanka ya,neutral
1502,mantap pak jokowi dan pak mentan,positive
1503,semoga makin majudan maunya pupuk diturunkan harganya agr petani kita lebiih semangat,positive
1504,hasil panen petani masih murah disaat panen raya,positive
1505,semoga daerah lain propinsi lain ikut memberikan ketahanan pruduk sesuai dengan unggulan daerah masingagar seluruh rakyat indonesia berlomba untuk menjadi yang terbaik amin,positive
1506,indonesia merangkak menuju mercusuar di duniajaya selalu nkri ku,positive
1507,thanks metro tetap menyajikan infomenarik,positive
1508,petani indonesia kuat karena setiap saat bertempur melawan pemerintah sendiri bersama calo calonya,neutral
1509,di lengkong nganjuk jawa timur cari pupuk susah kalau pun ada pupuk mahal pemerintah di mana kok yang di omong katahanan pangan matamu,negative
1510,seandainya petani kitakalau sekali panen bisa beli inova nah baru tuh langkah regenerasiyang bagustapi ada juga yang jadi kenyataan itu harus dipercayaayo kita propaganda bisa enggak sumber beli inova cukup sekali panenagro tv indonesia,negative
1511,pernah mengobrol sama teman teman yang berlatar keluarga petanisaya tanya kenapa enggak teruskan sawah pertanian jadi petani mereka memandang ke saya seperti marahjadi nya saya berpendapatlebih baik negara swasta ambil alih atau sewa tanah buat pertaniandan pegawai bisa dari negara atau swastakita lihat perang rusia ukraina yang ternyata akibatkan krisis energi dan pangan artinya itu adalaha hal intikarena kalau kita serahkan ke rakyat banyak rakyat yang sudah tidak memandang pertanian adalah tujuan ekonomi mereka,negative
1512,di kampung ku pupuk masih langka,negative
1513,alhamdulillah semenjak presiden jokowi sudah tidak terdengar lagi ada kebakaran hutan,neutral
1514,ibrahim,positive
1515,sayang mentri nasdem yang lain sih piring enggak bisa kerja banyakan blundernya positifnya mentan kalah telak sama negatifnya menkominfo,negative
1516,pertahankan menteri yang bagus kerja nyaselamat pak menteri,positive
1517,bpk menteri mesti tahu juga bahwa kur bagi petani di nt khususnya kab manggarai timur belum familiar di mata para petani berharap kur bagi petani ini sangat mmbantu petani agar terbebas dari rentenir dalam sistem ijon padi dengan harga padi yang murah,positive
1518,woy mentan apasihperankerja keementrian eluindonesia swasembada panganbukan karena pemerintahan nya bantu petanibukaaaan karenatahun ini banyak hujan kalau tahun depan terjadi elnino mentri kocak kayak begini masih berani muncul di media,negative
1519,persawahan sudah banyak jadi perumahan pabrik wkwkwkwk kelkelkel,negative
1520,memang dari dulu indonesia dianugrahi tanah yang kayatinggal cara mengolahnya,positive
1521,berlaku di jawa karena petaninya di manjakan pemerinta di sulawesi dan papua petani masih belum memiliki traktor sawa petani mrnyewa jasa traktor jadi jelas petani hanya mendapatkan ke untungan kecil,negative
1522,saya petani tak pernah dapat subsidi tapi saya alhamdulilah masih bisa berproduksi tolong pemerintah perhatikan petani tidak hanya ketika krisis saja,positive
1523,semoga pemerintah terkait pertanian mau mendengar keluh kesah para petanikesetabilan harga pupuk dan obat dengan harga gabah,positive
1524,yang hebat itu menterinyatanpa menteri yang baik dan kebijakannya semua tidak akan ada kebanggaan dari negara lain apa lagi dari negara sebesar amerikasyl ewako,positive
1525,mentri nya baik cuma salah memilih bawahan yang bukan pakar nya dari bidang pertanian malah di peliharabikin hambur uang pajak rakyat doang,negative
1526,keren pak menpan,positive
1527,orang bijak masa lalu mengatakanjika pemimpinnya dapat dipercayamaka pintu langit dan bumi akan terbuka,positive
1528,pupuk dibanyuwangi langka bagaimana pmentri tolong pupuk segera dikirim,neutral
1529,rakyat indonesia petani mana bisa pangan langka antisipasinya murahkan pupuk dan jangan imporbhn pokok yang ada di indonesiaspy daya beli masyarakat ada,negative
1530,petani semangat menanam pangan yang penting pupuk tersedia pasti petani semangat,positive
1531,alhamdulillahterimakasih presiden pilihankuengkau menunjukan kemampuanmu dalam mengolah negera ini menuju negara majudan saya belum merasa ada krisis ekonomiharga telor turunberas stabil dl stabilsementara inggris dan amerika yang katanya krisis ekonomiapa iyadi indonesia enggak keresa tuh,positive
1532,good,positive
1533,ada berita baru indonesia masuk dalamnegara termiskin di dunia apakah ini benar,negative
1534,para petani sebagai ketahanan pangan nasional tetapi yang miskin rata rata petani yang tak bermodal bantuanyg sampai hanya seper sekianhabis tercecer di jalan,negative
1535,petani indonesia untung rugihasil pas tetap mluku garu nyangkultdk ada demokecuali buruh mahasiswadl,negative
1536,pangan indonesiabisa di kerjakan secara modern maupun tradisionaldan makanan bisa di olah secara sederhana semoga berkembang terus secara modern dan pemeliharaanpengolahan tradisional juga ini lahsegi yang luar biasadr rakyat indonesia untuk ketahanan pangan tapi lebih baik lagi ada nya pengendalian jumlah penduduk juga,positive
1537,semoha rezim sgera berlalu terlalu banyak drama fiktif nya,negative
1538,kapan ada program nyataaaaaastabilitas harga saat panen biaya produksi murahdl,positive
1539,politik kapitalis membuat petani pahlawan yang akan terlupakan akan jasanya pupuk obat pertanian makin mahal sementara pupuk subsidi miskin kwantitas miskin kwalitas,negative
1540,bila pemerintah perhatikan kesejahteraan petani dengan menjaga kestabilan harga padi dan penyediaan pupuk petani akan selalu bersemangat untuk berbudidaya,positive
1541,disaat petani terseok dan menangis karena harga hasil panen anjlok dan harga pupuk yang jauh dari daya beli petanitp klempemerintah swasembada dan berjayaberarti pemerintah menari diatas penderitaan petanipencitraannya benar wowyasalam,negative
1542,inilah figur yang seharus diusung nasdem sebagai cawapreskarena orang yang ter asah kepemimpinannya mulai kepala desa camat bupati gubernur sekarang menteri sangat lucu kalau nasdem usung ahy yang tidak prestasinya apa,positive
1543,indonesia semakin makin maju dan kuat semenjak presidennya joko widodo,positive
1544,masih belum makmur petani indonesia,negative
1545,semua itu bisa tercapai karena program bendungantelaga embung dan perbaikan sarana irigasi yang masif sehingga pangan kita tidak lagi kekurangan air dikala musim kemarau,positive
1546,puji syukur kepada tuhan yang maha esa semoga petani indonesia diberikan banyak berkahterutama padiselama presiden jokowi jadi presiden tidak pernah impor beras lagi,positive
1547,mana ada presiden terdahulu yang katanya reformis bisa seperti ini jaya pakdhe presiden jokowi,negative
1548,anak muda jangan hanya incar pnspetani juga punya prospek bagus n bantu negara,positive
1549,kejayaan sundalandia dan nusantara enggak pernah padam di telan zaman dan sejarah walopun eropa dan barat menutupinya dengan politikitu semua dengan teknologinya semoga rakyat indonesia terus terbuka dan jaga alam dan kebudayaan agar kita tak punah oleh krisis,positive
1550,manttaapppberas itu sumber pangan yang paling utama selain itu beras sumber makanan agar orang bisa sehatbugardan warasdi rumah tangga kalau enggak ada beras sedangkan duit untuk membeli beras enggak adabisa bikin orang emosi bahkan saking emosinya bisa seperti orang yang enggak warassalam sahat dan waras bagi petani beraskarena kalian pejuang utama di negara ini,positive
1551,tidak dianggurkan tanah kosong,negative
1552,menonton garaudengnya topi tradisional khas bali,positive
1553,fao hanyalah delegasi oligarki yang matanya butacoba lihat kecanggu dan sekitarnya yang lahannya sudah habis karena hotelvilla dan rumah yang dulunya jalur hijau,negative
1554,andai kekayaan alam indonesia diperuntukkan untuk rakyatseharusx perlahan semua rakyat sejahtera tapi karena segentir orang yang menguasai kekayaan alam itukebanyakantakyat sengsara,negative
1555,indonesia semkin kuatindonesia semkin hebatjayalah indonesiaku,positive
1556,alhamdulillah indonesia negara yang subur petani yang hebat dan pekerja keras mereka berjuang untuk memberi makan kita seluruh raknyat indonesia terimakasih petani karenamu kami masih bisa makan dengan nikmat berkat kerja kerasmu menanam padi terimakasih terimakasih pejuang ikhlas,positive
1557,pupuk subsidi susah,negative
1558,semoga tidak ada lagi yang namanya kelaparan rakyat indonesia kuh yang luput dari kacamata merah putih,negative
1559,petani tidak butuh pujian penghargaan petani butuh kesejahteraan kalauharga jual hasil panen tak sesuai dengan biaya bagaimana petani mau sejahteraketahanan pangan hanya untuk rakyat indonesia dan bukan untuk petaninya,negative
1560,tolong pak lebih di genjotkan produksi surplus dan bisa eksporsedih pak melihat banyak seminar tentang impor ekspornya tidak ada,negative
1561,hebat indonesia akan menjadi negara ketahanan pangan hebat menteri pertanian bapak yasin limpo patut kita besyukur dan berkat bimbingan bapak presiden kita pak jokowi sandang pangan paling utama kita sudah terpenuhi amin,positive
1562,pak tolong bantu masyarakat untuk memasuki pertanian modern,neutral
1563,mantab sudah narasi wacana unggahan selebrasi orasi festival sungguh menarik dan membanggakannamun bagi komunitas akar rumput para petani gurem berharap apa yang telah terwacanakan oleh kelompok komunitas menengah atas tersebut bisa dilaksanakan di eksekusi dalam bentuk implementasi dilapangan sehingga rakyat akar rumput juga bisa memanfaatkan dengan semaksimal mungkinsilahkan para pemangku kebijaksanaan pemangku tanggung jawab dan kepentingan bersinergi dengan segenap jajarannya membukti menyatakan wujud keberadaannya dilapangan terutama di pelosok desa di pesisir pantai dan di tengah lautan luasdemikian rakyat berharap,positive
1564,di ntb hasil tani tidak pernah berkurangtp petani banyak yang mengeluh dengan harga pupuk dan yang lainnya untuk perawatan lahan dan tanaman semakin melonjaktdk ssuai dengan harga hasil taninyabila sudah musim panen hampir semua hasil tanaman harga turun draktistp harga pupuk dan bahan perawatan lainnya semakin melonjak,negative
1565,blt di ibaratkan orang tua memberi uang jajan ke anak biar tidak nakal rewelpemerentah membungkam demo atas kebijakan yang tidak populis dengan bltblt tidak mendidik dan tidak tepat sasaranhidup anis sandiagahidup dewan kolonelhidup dewan kopraldewan kolonel mengingatkan kita pada sejarah kelam gpkisudah carutmarutkah demokrasi indonesiasudahkah indonesia merdekahidup korupsihidup kemiskinan,negative
1566,macrm mana enggak kenak krisis pangan nkrikarena sawah dan hutan sudah disulap menjadi jalan serta pabrik industri yang diperuntukkn untuk cina tiongkok sudah enggak ada lagi pekerja petanidan harga pupuk selangithasil panen dijual murah siapa yang salah kah ini,negative
1567,kebodohan adalah memberitahukan kegagalan dalam pemerintahanya percuma sering ganti mentri tapi tak bisa mengatasi hal ini tugas pemerintah itu mencari solusi untuk mengatasi kebutuhan dan kepentinganmasyarakat indonesia,negative
1568,pak presiden cuman ingatinpajak untuk penghasilan rendah itu maksudnya untuk penghasilan tinggibayar pakai dolar pitu belakang terbukajam,neutral
1569,ya jelas krisis pangan pura saja,negative
1570,please semoga ini di dengarstop membangun hal yang tidak penting seperti ibukota kalimantancircuitjisdl stop berhutangstop naikin pajakfokus untuk benerin sektor pangan dulu deh semoga indonesia makin maju dan makmur yuk bisa yuk,neutral
1571,yang komen otaknya pada enggak sampai terutama kadrun,negative
1572,saya pikir mungkin adastrategi untuk di terapkan pemerintah yang mungkin saja bisa mengurangi krisis energi dan panganmisalnya dari sisi energy yang pertama dibuatkan permintaan khusus bagi yang berminat atau yang sudah memenuhi kriteria dalam lingkup pnstni polri untuk di ajukan mutasi tugas di tempat tugas dekat dengan rumah tempat tinggal anggota tersebutseperti kalau pns berarti dekat dengan kantor bupaticamat uptdlurah dllkalau tni polri berarti dekat dengan polreskodimpolsekkoramilkompi dllsehingga akses dari rumah ke kantor yang tadinyajam perjalanan bisa di hemat dengan waktu kurang dari menitdari estimasi waktu tersebut kalau di kalkulasikansudah berapa banyak energi yang sudah di hematkankita ambil contoh saja kalau pada saat hari libur atau hari sabtu dan minggu pasti ada pengurangan daya pakai energikarna aktivitas yang jarangdan karena tidak semua pns maupun tni polri ada yang tinggal di perkotaanataupun di asramakebanyakan juga pada batas kota dan karena kebanyakan yang terjadi adalah sih a tinggal di baratkantornya di timur sih b tinggal di selatankantornya di utara yang ke duadari sisi pemerataan ekonomiorang yang bergaji bisa bawa masuk gajinya untuk belanja di lokasi tersebutsehingga ada perputaran ekonomi dengan rakyat setempatyang ketiga untuk ketahanan pangan ada kesempatan bagi mereka yang punya lahan lebih yang hobinya berkebunatau yang suka dengan bercocok tanamsehingga mereka bisa memanfaatkan waktu lebih untuk bertani dari situ ketahanan pangan kita juga bisa terjagasehingga ketahanan pangan bukan saja dari rakyat keciltapi semua unsur terlibat dalam menjaga kestabilan ekonomi di negara iniini cuma saransemoga dapat menjadi pertimbangan pemerintah,positive
1573,berapa togel yang keluar woi,neutral
1574,kalau tidak di serang hama dan bemcana jadi gagal pamem percumajuga lahan luas,negative
1575,akibat kebijakan pagi tahu sore tempe,neutral
1576,rakyat biar saja melaratyg penting kabinet bapak bahagia,positive
1577,kemarin kemarin nge prank katanya indonesia baik baik saja dan kita akan segera meroket ke langitnapa hari ini lu nakut menakutkan semua pemirsa enggak jelas hidup lu wi,negative
1578,beri akupemuda buzzerp akan aku hancurkan peradaban sebuah negara,negative
1579,haha lucu banget indonesia kayak dengan pangan bagaimana bisa krisis,negative
1580,katanya meroket katanya baik baik saja,negative
1581,krisis pangantapi kalian enggak pernah peduli sama nasib petani,negative
1582,hutangt sudah mmbuat rakyat khawatir apalagi sekarang indonesia akan mnghadapi krisis energi dan panganindonesia krisis ekonomi spr srilanka siap rakyat bergerak,negative
1583,jamgan bohong lo wi,negative
1584,pak presiden jokowi ini ya sibuk mengurusi rakyat negara meski banyak ujian di keluarganyaanaknya banyak dapat heter usahanya anaknya rugi belum ketemu jodoh dl,negative
1585,sawah indonesia kmna sawit indonesia kmnabatu bara indonesia kemana emas yang dipapua kemana pln dan pertamina yang tidak punya saingan itu juga selalu rugiproduksi energi indonesia kemnapayah punya pemimpin begini,negative
1586,sudah waktu nya pemerintah berlakukan ppkm atau lockdown,neutral
1587,kalo misal seorang presiden tidak bisa menangani masalah inisebaiknya mundurkasi orang yang bisa mengelola negara ini karena anda di gaji untuk mencari solusi bukan mencari wanti wanti,negative
1588,alam yang kayak kok bisa krisis pangan,negative
1589,jangan lupa menteri diganti ya pak kalau perlu digantiin pak muldoko saja biar makin serius itu kementerian pertanian secara beliau dari purnawirawan jenderal tni,negative
1590,anehibu pertiwi tanah suburpadi di desa tiap bulan panen kok lombok bawang mera putih bisa panenkok mau krisis panganjiiiaan asu tenan mafia pangan,negative
1591,kacang asin telor puyuh cola cola,neutral
1592,pr pakar pengamat deh nyebut sejak u kpk di revisi secara ugalan pasti krisis parah karena marak pencurirampokknp sih belok kn kiri kenapa sih tak bisa jjr,negative
1593,sinyal mau naikkan harga bbmmundur saja enggak bisa urus negara,negative
1594,tibaheula gru pensiunan mah miris cima para pejabat dan dpr yang makmurmengantarkan rakyat indonedia kedepan pintu kemerdekaan bersatu berdailat adil dan makmursiapa yang makmur guru wong atuwa karoguru teu nyatu teu diwarosemua enggak ada yang amanah,negative
1595,karena sumua pulau pulau bergeser,negative
1596,nkri menjadi negara kerajaan rakyat indonesia dan gus har legend sang maha raja nya,positive
1597,penyakit covidnaik melanda negeri harga pun juga terus naikpenyakit covidsukses menaikkan harga,positive
1598,baleg ai nyien berita teh at,negative
1599,indonesia katanya kayak sda nya sengsara rakyat nya bossbelum ada presiden baru ini yang bisa makmurin rakyatadoh,negative
1600,enggak apasmua ada hikmahnyamasak jadi scukupnya tak ada lagi sisa makanan trbuang,positive
1601,telor naik,positive
1602,wortel impor cuk,negative
1603,worteeeelimpoooooooortworteeelgaraaamimportdan banyaaaaak lagi yang import,positive
1604,jadi ingat dulu ada capres yang menanyakan tpid kemana sekarang setelah jadi wkwkwkkw,neutral
1605,ah biasa dari dulu juga begitu bukan hal yang luar biasa,negative
1606,tapi bagi komplotan oposisi kenaikan harga ini salah jokowi hahahaha,negative
1607,ah utang lagi aah gampang kok,positive
1608,selalu ada fluktuasi harga di momen momen tertentu,neutral
1609,jokowi mana jokowiapa naik,negative
1610,itu bagaimana pak presiden jokowj,negative
1611,disini wortel masih ribu ribu per kilogramtelur ayam masih ribu ribu per kilo itu hanya alih alih pedagang ajasupaya bisa cari untung banyak di akhir tahun,positive
1612,wahhoax nihharganya stabil kokwkwk,negative
1613,enggak apa yang penting bikin tol,positive
1614,ah ini pekerjaan nakal pedagang cina dan pejabat jahat mau ambik untung atas angin sepatutnya beli di pasar lebih murahla ini beli di marketya mahal,negative
1615,bagus guyslike guys,positive
1616,harga pangan di indonesia tergolong termurah di dunia dan stok bulog ya masih mejibun di gudang terus para petani ya berpesta ria karena panen ya melimpah,positive
1617,sudah saatnya bertani pakai robothasil maksimal harga lebih murahdan jangan hanya mengandalkan tanah luas sajatapi manfaatkan gedung kosong untuk bertani secara vertikal untuk menghemat lahan terus bikinlah beras bukan cuma dari padibikin beras yang terbuat dari singkongberas terbuat dari ulatberas terbuat dari jamuratau bahan lain agar kebutuhan makan nasi beras tetap terpenuhi namun dengan material yang hemat lahan sudah saatnya teknologi pangan indonesia lebih kreatif soal inovasi pangan,positive
1618,indonesia makan nasi maka perbanyak sawah di seluruh indonesia dengan cara tiap desa di beri excavator bekountuk olah hutan jadi sawah sawah dan buat irigasi dan bendungandan buat jalan agar motor bisa lewat untuk angkut padi maka indonesia bisa kuat dan banyak stok beras setiap desa dan otomatis nkri lumbung beras,positive
1619,kalo pupuk enggak terlalu masalahindonesia punya pabrik pupuk terbesar di asia tenggaratepatnya pabrik pupuk kaltim bontang kalimantan timur,positive
1620,seharusnya pemerintah sekarang fokus ke produksi dalam negeri dan distribusi dalam negeri,neutral
1621,semoga benar terjadi krisis pangan karena petani tidak diperhatikan petani santai saja tapi jikalau pupuk tidak difokuskan ke petani pangan krisis pangan pasti terjadi tutup export pupuk ke afrika cukupi dulu untuk dalam negeri,negative
1622,kedepan bisnis terbaik adalah tani pangan,positive
1623,sawah pada jadi bangunan perumahanindustridl,neutral
1624,kalau masalah beras cukup sekarang malah lebih ini provakorindonesia bisa ekspor kok,positive
1625,dunia harus tanam pangan agar seluruh rakyat dunia tidak kelaparan,neutral
1626,cari gandumbuat mie instant,neutral
1627,omongnya tidak rasional,negative
1628,orang indonesia mayoritas beras bukan gandung ngawur adal mengomong,negative
1629,banyak warga mengundurkan diri dari pertaniankarena amat mahal pupuknya mahal tenaganya murah hasil panenya sewa sawah dan hasilnya pas pasankadang kadang petani enggak panen karena tanamanya di makan hama tikus dan terendam airmalanga banyak petani yang rugi dan memutuskan tidak menyewa sawahrugi tenaganya rugi ongkosnya,negative
1630,kenapa indonesia tidak menanam gandum biar enggak impor gandum,neutral
1631,alhamdulillah krisis pangankarena petani tidak di perhatikan,negative
1632,beras murah berarti stok melimpahkok binggung,positive
1633,yang perang rusia vs ukraina yang sengsara satu duniabener kata iwan fals andai dunia tak punya tentara tentu tak ada perang yang banyak makan biaya,negative
1634,harga gabah hari ini masih murah di hargaper kggak sebanding harga pestisida petani padi kebanyakan rugi ditambah akses untuk mendapatkan bbm subsidi sulit untuk petani wes pokoknya petani padi seperti saya di gencet atas bawah depan belakang untuk saat ini banyak sawah yang nganggur karena enggak ada yang garap,negative
1635,sawahladang sudah banyak berubah jadi beton mengakibatkan semakin sempitnya lahan pertanian,negative
1636,perusahan pertanian harus dibentuk bukan cuma sawit saja ladang padi dan gandum juga tapi dengan menjamin kesejahteraan karyawan,neutral
1637,setahu saya walaupun tanpa bantuan import indonesia akan baik saja kalau mengandalkan sdaasal pemerintah nya tidak main kongkalikong,positive
1638,petani sawit sengaja dikrisiskan dengan menyetop exportsehingga kehilangan pasar duniaseharusnya export sebanyak banyaknya dapat mengurangi krisis ekonomi,negative
1639,perkuat ketahanan pangan kita dengan memperdayakan lahan indonesia yang luas dan sangat subur begitu juga sumber pangan dari lautsemua dimaksimalkanpara koruptor dihukum semaksimal mungkin niscaya bangsa kita akan sejahteraamin,positive
1640,enggak masuk akal kalau terancam krisis pangangandum bukanlah makanan pokok masyarakat indonesia,negative
1641,ini akibat ulahnya as nato sekutunya tujuan utama adalh ingin musnahkan rusia tapi allah berkehendak lain tak perlu rusia disudutkan disalahkan yang perlu dtekan yaitunato kenapa ikut campur negara lain seluruh pimpinan negara harusnya berpikir terjdnya perang rusia ukraina adalahnato kenapa rusia yang disalahkan rusia hanya manfaatkan umpan balik yang disanksikan terhadap rusiaberpikirlah yang jernih haipemimpin negara yang bijakujung dari perang rusia ukraina yaitu provokasi oleh amerikanato bukan rusia benci terhadap ukraina bravo rusia tak perlu damai sebelum ukraina bertobat cabut anggotanato dan hentikan semua bentuk bantuan dari as natosekutunya yang terakhir ukraina nerah pada rusia,negative
1642,harga barang import naik terussedang kan harga barang ekspor menurunjadi yang paling penting pemerintah lakukan saat ini bagaimana cara nya agar barang ekspor kita naik seperti harga timah kita sekarang anjlokharga sawitsahangdl rata anjlok semua,negative
1643,ada sawah ada kebunada pupuk organikknp khawatir,neutral
1644,mendagnya pantas enggak sih jadi mentri global warming hati hati gagal panen bbm naik maka ongkos produksi ikut naik perang ukraina masih belum selesaikemungkinan harga pupuk akan naik terusharga pokok produksi pertanian ikut naikjokowi salah pilih mentriitu yang terpenting,negative
1645,kalau bbm naik pasti harga bahan pokok naik,neutral
1646,enggak usah diberitakan sudah sejak jaman nenek moyang jelang ramadhan harga pada naiklha kalo harga turun baru jadi berita,negative
1647,ya kalau bisa export mengapai import tapi pak menteri,negative
